#CALL [\\爆率系统\天元通用爆率.txt] @焚天石天工之锤
1/6666      时空门票
1/3888	钢铁腰带[时装]

1/3888	圣战戒指[时装]

1/3888	圣战手镯[时装]

1/3888	圣战项链[时装]

1/3888	圣战头盔[时装]



1/1888	流光淬火剣[天殇]

1/1888	流光淬火剣[饮血]

1/1888	流光淬火剣[戮兽]

1/1888	流光幻彩衣[男]

1/1888	流光锦绣衣[男]

1/1888	流光淬火衣[男]



1/1088	『帝皇靴』

1/1088	『乾坤腰』

1/1088	≮幽灵漫步≯

1/1088	魔曲『戒』

1/1088	╋残空╋

1/1088	太虚≤链≥

1/1088	【鬼仙链】

1/1088	雄浑『链』

1/1088	魔血护手(力)

1/1088	力量护臂(精)



#CHILD	1/588	RANDOM

(

1/1	神王の拳I

1/1	神王の拳II

1/1	神王の拳III

1/1	神王の拳IV

)



#CHILD	1/988	RANDOM

(

1/1	吸血蚊虫

1/1	≤吸血蝙蝠≥

)



#CHILD	1/988	RANDOM

(

1/1	死亡凋零

1/1	≤死亡救赎≥

)



#CHILD	1/988	RANDOM

(

1/1	光明坠落

1/1	≤光明不朽≥

)



#CHILD	1/588	RANDOM

(

1/1	【神灭】

1/1	【淡然】

)



#CHILD	1/588	RANDOM

(

1/1	精灵の翔

1/1	傀儡の隐

1/1	凤凰の飞

)



#CHILD	1/588	RANDOM

(

1/1	◆妖皇◆腕

1/1	疾風·镯

)



1/288888	猪脑过载

1/688888	魔法盾

1/288888	护体神盾



1/15988888	给你马一拳

1/15988888	强化+9999

1/15988888	勿忘我

1/15988888	无尽的华尔兹



1/58	殘魂必殺甲

1/58	殘魂必殺刃



1/5	殘魂神靴

1/5	殘魂神带

1/5	殘魂神戒

1/5	殘魂神镯

1/5	殘魂神链

1/5	殘魂神盔



1/86	黄金锁子甲

1/86	黄金霸王斩



#CHILD	1/11	RANDOM

(

1/1	黄金靴子

1/1	黄金腰带

1/1	黄金瞬影戒

1/1	黄金银河护手

1/1	黄金冥王链

1/1	黄金幽灵盔

)



#CHILD	1/11	RANDOM

(

1/1	黄金靴子

1/1	黄金腰带

1/1	黄金瞬影戒

1/1	黄金银河护手

1/1	黄金冥王链

1/1	黄金幽灵盔

)



#CHILD	1/11	RANDOM

(

1/1	黄金靴子

1/1	黄金腰带

1/1	黄金瞬影戒

1/1	黄金银河护手

1/1	黄金冥王链

1/1	黄金幽灵盔

)



1/122	狂王披风

1/122	霸者神兵



#CHILD	1/18	RANDOM

(

1/1	震天靴子

1/1	震天腰带

1/1	震天圣戒

1/1	震天护手

1/1	震天铃铛

1/1	震天头盔

)



#CHILD	1/18	RANDOM

(

1/1	震天靴子

1/1	震天腰带

1/1	震天圣戒

1/1	震天护手

1/1	震天铃铛

1/1	震天头盔

)



#CHILD	1/58	RANDOM

(

1/1	震天靴子

1/1	震天腰带

1/1	震天圣戒

1/1	震天护手

1/1	震天铃铛

1/1	震天头盔

)



1/188	天使羽衣

1/188	审判之刃



#CHILD	1/38	RANDOM

(

1/1	天使神靴

1/1	天使腰带

1/1	天使圣戒

1/1	天使旭日手

1/1	天使如意链

1/1	天使宝冠

)



#CHILD	1/38	RANDOM

(

1/1	天使神靴

1/1	天使腰带

1/1	天使圣戒

1/1	天使旭日手

1/1	天使如意链

1/1	天使宝冠

)



#CHILD	1/88	RANDOM

(

1/1	天使神靴

1/1	天使腰带

1/1	天使圣戒

1/1	天使旭日手

1/1	天使如意链

1/1	天使宝冠

)



1/258	毁天灭地甲

1/258	天崩地裂斩



1/128	毁灭の灵靴

1/128	毁灭の腰带

1/128	毁灭の影戒

1/128	毁灭の亡镯

1/128	毁灭の项链

1/128	毁灭の面罩



1/258	神·战甲

1/258	神·暴风



1/128	神·破灭神靴

1/128	神·主宰仙带

1/128	神·创世指

1/128	神·毁灭镯

1/128	神·皎洁月

1/128	神·魔王盔

































