1073745760	398	天地战剑　
1073745758	398	天地战剑　
1073745759	398	天地战剑　
1073745757	398	天地战剑　
1073745756	398	天地战剑　
1073745755	398	天地战剑　
1073745754	398	天地战剑　
1073745753	398	天地战剑　
1073745752	398	天地战剑　
1073745751	398	天地战剑　
1073745750	398	天地战剑　
1073745749	398	天地战剑　
1073745748	398	天地战剑　
1073745747	398	天地战剑　
1073745746	398	天地战剑　
1073745744	398	天地战剑　
1073745743	398	天地战剑　
1073745735	398	天地战剑[可成长]
1073745742	398	天地战剑　
13075778	112	布衣(男)　
13075777	73	木剑　
13075793	96	井中月　
13075786	118	重盔甲(男)　
13075791	195	珊瑚戒指　
13075792	195	珊瑚戒指　
13075787	139	道士头盔　
13075788	155	蓝翡翠项链　
13075790	171	死神手套　
13075789	171	死神手套　
1073745766	398	[终极]
1073745770	471	火龙战甲[可成长]
1073745771	471	火龙战甲[可成长]
1073745772	447	天龙法甲[可成长]
1073745773	447	天龙法甲[可成长]
1073745774	447	[终极]
1073745775	447	[终极]
1073745776	447	天龙法甲[可成长]
1073745777	453	天龙法章　
1073745778	453	天龙法章　
1073745784	103	嗜魂法杖[可成长]
1073745783	101	屠龙[可成长]
1073745780	459	天龙道甲[终极2]
1073745787	398	天地战剑　
1073745785	398	天地战剑　
1073745782	398	天地战剑　
1073745786	398	天地战剑　
1073745779	447	天地战剑[重生]
13075836	398	天地战剑　
13075837	398	天地战剑　
1073745788	422	无极道剑　
13075842	398	天地战剑　
1073745781	471	火龙战甲[终极]
1073745789	471	火龙战甲　
1073745790	483	火龙法甲　
1073745791	495	火龙道甲　
1073745792	506	天将·魔灵剑(战)　
1073745793	507	天将·魔灵甲(战)　
1073745802	515	天将·魔灵靴(战)　
1073745803	483	火龙法甲　
1073745794	509	天将·魔灵盔(战)　
1073745795	510	天将·魔灵链(战)　
1073745796	511	天地战镯　
1073745797	511	天将·魔灵镯(战)　
1073745798	512	　
1073745799	512	天将·魔灵戒(战)　
1073745800	513	天将·魔灵章(战)　
1073745801	514	天将·魔灵带(战)　
1073745804	518	天将·魔灵剑(法)　
1073745805	519	天将·魔灵甲(法)　
1073745806	521	天将·魔灵盔(法)[可成长]
1073745807	522	天将·魔灵链(法)　
1073745808	523	天将·魔灵镯(战)[可成长]
1073745809	523	天将·魔灵镯(法)　
1073745810	524	天将·魔灵戒(战)　
1073745811	524	天将·魔灵戒(法)　
1073745812	525	天将·魔灵章(法)　
1073745813	526	天将·魔灵带(法)　
1073745814	527	天将·魔灵靴(法)　
1073745815	530	天将·魔灵剑(道)　
1073745816	531	天将·魔灵甲(道)　
1073745817	530	天将·魔灵剑(道)　
1073745818	533	天将·魔灵盔(道)　
1073745819	534	天将·魔灵链(道)　
1073745826	539	天将·魔灵靴(道)　
1073745825	538	天将·魔灵带(道)　
1073745824	537	天将·魔灵章(道)　
1073745823	536	天将·魔灵戒(法)　
1073745822	536	天将·魔灵戒(道)　
1073745821	535	天将·魔灵镯(法)　
1073745820	535	天将·魔灵镯(道)　
1073745831	512	帝皇·无双戒(战)　
1073745830	511	帝皇·无双镯(道)　
1073745829	510	帝皇·无双链(战)　
1073745828	509	帝皇·无双盔(战)　
1073745832	521	帝皇·无双盔(法)　
1073745833	522	帝皇·无双链(法)　
1073745834	523	帝皇·无双镯(战)　
1073745835	524	帝皇·无双戒(战)　
1073745836	518	帝皇·无双剑(法)　
1073745837	519	帝皇·无双甲(法)　
1073745838	525	帝皇·无双章(法)　
1073745839	526	帝皇·无双带(法)　
1073745840	527	帝皇·无双靴(法)　
1073745841	530	帝皇·无双剑(道)　
1073745842	531	帝皇·无双甲(道)　
1073745843	533	帝皇·无双盔(道)　
1073745844	534	帝皇·无双链(道)　
1073745845	535	帝皇·无双镯(法)　
1073745846	536	帝皇·无双戒(法)　
1073745847	506	帝皇·无双剑(战)　
1073745848	512	帝皇·无双戒(法)　
1073745849	512	帝皇·无双戒(战)　
1073745850	512	帝皇·无双戒(战)　
13075949	112	布衣(男)　
13075948	73	木剑　
13076087	73	木剑
1073745871	446	天龙法剑
1073745876	531	帝皇·无双甲(道)
1073745877	531	帝皇·无双甲(道)
1073745928	475	火龙战镯
